NCBI_GID	ENSEMBL_GID	Assigned_Gene_symbol	Gene_symbol	Product
106582494	ENSSSAG00000112174	LOC106582494	LOC106582494	homeobox even-skipped homolog protein 2
106582496	ENSSSAG00000075244	LOC106582496	LOC106582496	probable serpin E3
106582497	ENSSSAG00000073203	ints6	ints6	integrator complex subunit 6
106582498	ENSSSAG00000073083	LOC106582498	LOC106582498	nucleoporin NUP35-like
106582499	ENSSSAG00000068026	LOC106582499	LOC106582499	lipolysis-stimulated lipoprotein receptor-like
106582500	ENSSSAG00000099895	LOC106582500	LOC106582500	protein FAM124A
106582501	NA	LOC106582501	LOC106582501	guanylate-binding protein 3
106582502	ENSSSAG00000108062	LOC106582502	LOC106582502	guanylate-binding protein 1
106582503	ENSSSAG00000075275	LOC106582503	LOC106582503	guanylate-binding protein 1-like
106582504	ENSSSAG00000092755	LOC106582504	LOC106582504	zinc finger protein 804A
106582506	ENSSSAG00000075316	LOC106582506	LOC106582506	receptor-type tyrosine-protein phosphatase-like N
106582509	ENSSSAG00000083223	LOC106582509	LOC106582509	tubulin alpha chain-like
106582510	ENSSSAG00000068096	LOC106582510	LOC106582510	sialic acid-binding Ig-like lectin 14
106582511	NA	LOC106582511	LOC106582511	protein FAM177A1
106582512	ENSSSAG00000101128	LOC106582512	LOC106582512	desmin
106582514	ENSSSAG00000075395	tmem198a	tmem198a	transmembrane protein 198a
106582515	ENSSSAG00000075401	LOC106582515	LOC106582515	myc box-dependent-interacting protein 1
106582516	ENSSSAG00000100786	LOC106582516	LOC106582516	Indian hedgehog signaling molecule
106582520	ENSSSAG00000090127	LOC106582520	LOC106582520	motor neuron and pancreas homeobox protein 1-like
106582522	NA	LOC106582522	LOC106582522	dnaJ homolog subfamily B member 6-like
106582523	ENSSSAG00000107086	LOC106582523	LOC106582523	dual specificity testis-specific protein kinase 1-like
106582524	ENSSSAG00000097028	LOC106582524	LOC106582524	tubulin alpha chain
106582526	ENSSSAG00000076280	LOC106582526	LOC106582526	fibronectin-like
106582527	ENSSSAG00000106032	cfap65	cfap65	cilia and flagella associated protein 65
106582529	ENSSSAG00000080872	LOC106582529	LOC106582529	neuropilin-2
106582531	ENSSSAG00000068017	LOC106582531	LOC106582531	spindle assembly checkpoint kinase-like
106582532	NA	si:ch211-67e16.11	si:ch211-67e16.11	uncharacterized si:ch211-67e16.11
106582534	ENSSSAG00000080914	fer1l6	fer1l6	fer-1 like family member 6
106582536	NA	LOC106582536	LOC106582536	T-cell-specific surface glycoprotein CD28
106582539	ENSSSAG00000068005	LOC106582539	LOC106582539	beta-1,4-galactosyltransferase 3
106582540	NA	si:ch211-67e16.3	si:ch211-67e16.3	uncharacterized si:ch211-67e16.3
106582542	NA	si:ch211-67e16.4	si:ch211-67e16.4	uncharacterized si:ch211-67e16.4
106582543	ENSSSAG00000050067	tspearb	tspearb	thrombospondin-type laminin G domain and EAR repeats b
106582548	ENSSSAG00000050171	LOC106582548	LOC106582548	frizzled-7-A
106582550	ENSSSAG00000103937	fam117bb	fam117bb	family with sequence similarity 117 member Bb
106582551	NA	LOC106582551	LOC106582551	calcium-responsive transcription factor-like
106582552	ENSSSAG00000115349	LOC106582552	LOC106582552	small ubiquitin-related modifier 1
106582553	NA	carf	carf	calcium responsive transcription factor
106582554	NA	LOC106582554	LOC106582554	interferon-inducible GTPase 5-like
106582555	NA	bmpr2b	bmpr2b	bone morphogenetic protein receptor, type II b (serine/threonine kinase)
106582557	ENSSSAG00000050303	myo10l3	myo10l3	myosin X, like 3
106582559	ENSSSAG00000051507	ube2g2	ube2g2	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)
106582560	ENSSSAG00000084800	sumo3b	sumo3b	small ubiquitin like modifier 3b
106582561	ENSSSAG00000052812	ankzf1	ankzf1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
106582563	ENSSSAG00000051577	glb1l	glb1l	galactosidase, beta 1-like
106582564	ENSSSAG00000116676	tmem41aa	tmem41aa	transmembrane protein 41aa
106582565	ENSSSAG00000052832	si:ch211-45c16.2	si:ch211-45c16.2	mitogen-activated protein kinase kinase kinase 13
106582568	ENSSSAG00000055574	tmem169b	tmem169b	transmembrane protein 169b
106582570	ENSSSAG00000111091	hce2l1	hce2l1	high choriolytic enzyme 2-like 1
106582571	ENSSSAG00000107082	LOC106582571	LOC106582571	hatching enzyme 1.2
106582572	NA	LOC106582572	LOC106582572	piggyBac transposable element-derived protein 4-like
106582574	ENSSSAG00000000069	LOC106582574	LOC106582574	solute carrier family 2, facilitated glucose transporter member 1
106582575	ENSSSAG00000055633	mpp4a	mpp4a	MAGUK p55 scaffold protein 4a
106582577	NA	zgc:162707	zgc:162707	UPF0524 protein C3orf70 homolog B
106582579	NA	LOC106582579	LOC106582579	neurexophilin-2
106582581	ENSSSAG00000090328	LOC106582581	LOC106582581	collagen alpha-2(VI) chain
106582583	ENSSSAG00000055739	nme9	nme9	NME/NM23 family member 9
106582587	ENSSSAG00000055805	trpm2	trpm2	transient receptor potential cation channel, subfamily M, member 2
106582588	ENSSSAG00000055957	LOC106582588	LOC106582588	CASP8 and FADD-like apoptosis regulator
106582589	NA	marchf4	marchf4	membrane associated ring-CH-type finger 4b
106582590	ENSSSAG00000055971	smarcal1	smarcal1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1
106582593	ENSSSAG00000099126	LOC106582593	LOC106582593	vascular cell adhesion protein 1-like
106582594	NA	LOC106582594	LOC106582594	RNA-binding protein 12
106582595	ENSSSAG00000075332	unm_sa1614	unm_sa1614	un-named sa1614
106582596	NA	or90a1	or90a1	odorant receptor, family 90, subfamily A, member 1
106582597	NA	LOC106582597	LOC106582597	odorant receptor 131-2
106582601	NA	LOC106582601	LOC106582601	pleckstrin homology-like domain family B member 3
106582603	ENSSSAG00000109092	LOC106582603	LOC106582603	tubby-related protein 1
106582604	NA	LOC106582604	LOC106582604	potassium voltage-gated channel subfamily A member 10-like
106582605	NA	LOC106582605	LOC106582605	voltage-dependent calcium channel subunit alpha-2/delta-2
106582608	ENSSSAG00000082296	gdf5	gdf5	growth differentiation factor 5
106582612	ENSSSAG00000066837	LOC106582612	LOC106582612	trypsin-3-like
106582613	ENSSSAG00000068115	LOC106582613	LOC106582613	persulfide dioxygenase ETHE1, mitochondrial
106582615	ENSSSAG00000110298	hesx1	hesx1	HESX homeobox 1
106582617	ENSSSAG00000106632	LOC106582617	LOC106582617	adenosine receptor A1-like
106582620	ENSSSAG00000068738	LOC106582620	LOC106582620	tumor necrosis factor receptor superfamily member 5-like
106582621	ENSSSAG00000068744	LOC106582621	LOC106582621	tumor necrosis factor receptor superfamily member 4
106582622	NA	LOC106582622	LOC106582622	heat shock protein beta-7
106582623	ENSSSAG00000100998	LOC106582623	LOC106582623	protein TMEPAI-like
106582624	ENSSSAG00000068118	LOC106582624	LOC106582624	D(2) dopamine receptor A-like
106582625	ENSSSAG00000055995	LOC106582625	LOC106582625	charged multivesicular body protein 4b-like
106582627	ENSSSAG00000056227	LOC106582627	LOC106582627	eukaryotic translation initiation factor 2 subunit 2
106582628	NA	LOC106582628	LOC106582628	RNA-binding protein Raly-like
106582629	ENSSSAG00000056272	LOC106582629	LOC106582629	protein MTSS 2
106582630	ENSSSAG00000056376	LOC106582630	LOC106582630	cytochrome c1, heme protein, mitochondrial
106582631	ENSSSAG00000057316	LOC106582631	LOC106582631	receptor-type tyrosine-protein phosphatase T
106582632	ENSSSAG00000074202	LOC106582632	LOC106582632	chromodomain-helicase-DNA-binding protein 6-like
106582633	ENSSSAG00000075111	LOC106582633	LOC106582633	bladder cancer-associated protein
106582634	NA	LOC106582634	LOC106582634	transmembrane protein 74B
106582635	ENSSSAG00000068124	LOC106582635	LOC106582635	DNA repair protein XRCC1-like
106582636	ENSSSAG00000075148	LOC106582636	LOC106582636	RNA-binding protein 39
106582637	ENSSSAG00000120525	LOC106582637	LOC106582637	RAC-alpha serine/threonine-protein kinase
106582638	ENSSSAG00000075221	si:ch211-15p9.2	si:ch211-15p9.2	protein serine/threonine phosphatase 2C family protein
106582640	ENSSSAG00000075223	nfs1	nfs1	NFS1 cysteine desulfurase
106582641	ENSSSAG00000075250	fer1l4	fer1l4	fer-1 like family member 4
106582643	ENSSSAG00000075351	LOC106582643	LOC106582643	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2
106582645	ENSSSAG00000075361	LOC106582645	LOC106582645	eukaryotic translation initiation factor 6
106582646	ENSSSAG00000075369	fam83c	fam83c	family with sequence similarity 83 member C
106582647	ENSSSAG00000075372	LOC106582647	LOC106582647	ubiquinol-cytochrome-c reductase complex assembly factor 1
106582650	ENSSSAG00000084959	sdc4	sdc4	syndecan 4
106582651	ENSSSAG00000050524	oser1	oser1	oxidative stress responsive serine-rich 1
106582652	ENSSSAG00000050553	LOC106582652	LOC106582652	matrilin-4-like
106582653	NA	si:dkey-43k4.5	si:dkey-43k4.5	potassium voltage-gated channel subfamily S member 2
106582654	ENSSSAG00000068154	LOC106582654	LOC106582654	myelin-associated glycoprotein-like
106582656	ENSSSAG00000050785	tomm34	tomm34	translocase of outer mitochondrial membrane 34
106582657	ENSSSAG00000050790	LOC106582657	LOC106582657	14-3-3 protein beta/alpha-1
106582658	ENSSSAG00000089084	rims4	rims4	regulating synaptic membrane exocytosis 4
106582659	NA	abraa	abraa	actin binding Rho activating protein a
106582660	ENSSSAG00000050832	LOC106582660	LOC106582660	mitogen-activated protein kinase kinase kinase 12-like
106582661	ENSSSAG00000053031	LOC106582661	LOC106582661	poly(rC)-binding protein 2
106582662	ENSSSAG00000053096	LOC106582662	LOC106582662	uncharacterized LOC106582662
106582663	ENSSSAG00000053099	LOC106582663	LOC106582663	transcription factor Sp7-like
106582664	ENSSSAG00000053327	LOC106582664	LOC106582664	kinesin heavy chain-like
106582665	ENSSSAG00000063429	LOC106582665	LOC106582665	dynactin subunit 2
106582666	ENSSSAG00000103408	LOC106582666	LOC106582666	DNA damage-inducible transcript 3 protein-like
106582667	ENSSSAG00000064319	LOC106582667	LOC106582667	rho GTPase-activating protein 15
106582668	NA	LOC106582668	LOC106582668	zinc finger E-box-binding homeobox 2
106582669	ENSSSAG00000064356	LOC106582669	LOC106582669	zinc finger protein GLI1
106582670	NA	LOC106582670	LOC106582670	lens fiber membrane intrinsic protein-like
106582671	ENSSSAG00000064420	LOC106582671	LOC106582671	R3H domain-containing protein 2
106582672	ENSSSAG00000090732	LOC106582672	LOC106582672	inhibin beta B chain
106582673	ENSSSAG00000082070	LOC106582673	LOC106582673	neurexophilin-2-like
106582675	ENSSSAG00000066096	LOC106582675	LOC106582675	uncharacterized LOC106582675
106582676	ENSSSAG00000066689	LOC106582676	LOC106582676	rho GTPase-activating protein 40
106582677	ENSSSAG00000068157	LOC106582677	LOC106582677	electron transfer flavoprotein subunit beta-like
106582678	ENSSSAG00000100803	LOC106582678	LOC106582678	vesicular inhibitory amino acid transporter-like
106582681	ENSSSAG00000066858	LOC106582681	LOC106582681	dnaJ homolog subfamily C member 16
106582683	NA	LOC106582683	LOC106582683	protein kish-B
106582684	ENSSSAG00000105456	LOC106582684	LOC106582684	beta-1,3-galactosyltransferase 6
106582685	ENSSSAG00000067456	LOC106582685	LOC106582685	copine-5
106582686	ENSSSAG00000068171	LOC106582686	LOC106582686	upstream stimulatory factor 2
106582687	ENSSSAG00000070231	LOC106582687	LOC106582687	kinesin-like protein KIF21B
106582688	ENSSSAG00000073880	LOC106582688	LOC106582688	SRSF protein kinase 1
106582689	ENSSSAG00000073877	lhfpl5a	lhfpl5a	LHFPL tetraspan subfamily member 5a
106582690	ENSSSAG00000118251	LOC106582690	LOC106582690	adenosine receptor A1-like
106582692	ENSSSAG00000087797	LOC106582692	LOC106582692	zinc finger protein 90
106582693	ENSSSAG00000110320	LOC106582693	LOC106582693	protein TASOR
106582694	ENSSSAG00000073898	arhgef3	arhgef3	Rho guanine nucleotide exchange factor (GEF) 3
106582696	ENSSSAG00000073937	il17rd	il17rd	interleukin 17 receptor D
106582697	ENSSSAG00000014992	LOC106582697	LOC106582697	zinc finger and BTB domain-containing protein 18.2
106582698	ENSSSAG00000073962	appl1	appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
106582699	ENSSSAG00000074146	atp6ap1la	atp6ap1la	ATPase H+ transporting accessory protein 1 like a
106582700	ENSSSAG00000074153	LOC106582700	LOC106582700	U1 small nuclear ribonucleoprotein C
106582701	ENSSSAG00000007069	LOC106582701	LOC106582701	protein ILRUN
106582703	ENSSSAG00000074163	LOC106582703	LOC106582703	SAM pointed domain-containing Ets transcription factor
106582704	ENSSSAG00000090207	LOC106582704	LOC106582704	protein kinase C and casein kinase substrate in neurons protein 1-like
106582705	ENSSSAG00000084577	LOC106582705	LOC106582705	diphosphoinositol polyphosphate phosphohydrolase 1
106582706	ENSSSAG00000074172	LOC106582706	LOC106582706	40S ribosomal protein S10
106582707	ENSSSAG00000074204	LOC106582707	LOC106582707	metabotropic glutamate receptor 4
106582708	ENSSSAG00000075099	LOC106582708	LOC106582708	synaptotagmin-2
106582709	ENSSSAG00000085435	LOC106582709	LOC106582709	free fatty acid receptor 2
106582710	ENSSSAG00000108666	LOC106582710	LOC106582710	protein phosphatase 1 regulatory subunit 12B-like
106582712	NA	LOC106582712	LOC106582712	cysteine and glycine-rich protein 1
106582713	ENSSSAG00000115603	LOC106582713	LOC106582713	troponin I, slow skeletal muscle
106582714	ENSSSAG00000076994	tnnt2b	tnnt2b	troponin T type 2b (cardiac)
106582715	ENSSSAG00000076999	LOC106582715	LOC106582715	plakophilin-1-like
106582716	ENSSSAG00000077012	LOC106582716	LOC106582716	transcriptional enhancer factor TEF-5-like
106582717	NA	LOC106582717	LOC106582717	free fatty acid receptor 2-like
106582718	ENSSSAG00000077001	smpd2b	smpd2b	sphingomyelin phosphodiesterase 2b
106582721	ENSSSAG00000117259	LOC106582721	LOC106582721	adenosine receptor A1-like
106582722	NA	LOC106582722	LOC106582722	uncharacterized LOC106582722
106582723	ENSSSAG00000089250	LOC106582723	LOC106582723	potassium voltage-gated channel subfamily A member 3
106582724	ENSSSAG00000110717	LOC106582724	LOC106582724	potassium voltage-gated channel subfamily A member 2
106582726	ENSSSAG00000077193	LOC106582726	LOC106582726	mitochondrial glutamate carrier 1
106582727	ENSSSAG00000109688	tspan2a	tspan2a	tetraspanin 2a
106582728	ENSSSAG00000089293	ngfb	ngfb	nerve growth factor b (beta polypeptide)
106582730	ENSSSAG00000050797	LOC106582730	LOC106582730	sodium-coupled monocarboxylate transporter 1
106582731	ENSSSAG00000051497	si:ch211-105j21.9	si:ch211-105j21.9	sialomucin core protein 24-like
106582732	ENSSSAG00000051502	LOC106582732	LOC106582732	monocarboxylate transporter 1
106582733	ENSSSAG00000051531	ppm1j	ppm1j	protein phosphatase, Mg2+/Mn2+ dependent, 1J
106582734	ENSSSAG00000052982	LOC106582734	LOC106582734	igLON family member 5
106582735	ENSSSAG00000051579	LOC106582735	LOC106582735	rho-related GTP-binding protein RhoA-D
106582736	ENSSSAG00000051516	LOC106582736	LOC106582736	chemokine-like protein TAFA-2
106582737	ENSSSAG00000051630	mov10a	mov10a	Mov10 RISC complex RNA helicase a
106582738	ENSSSAG00000087326	st7l	st7l	suppression of tumorigenicity 7 like
106582739	ENSSSAG00000054188	LOC106582739	LOC106582739	F-actin-capping protein subunit alpha-1
106582740	ENSSSAG00000120041	wnt2ba	wnt2ba	wingless-type MMTV integration site family, member 2Ba
106582741	NA	LOC106582741	LOC106582741	CTTNBP2 N-terminal-like protein
106582743	ENSSSAG00000059470	inka2	inka2	inka box actin regulator 2
106582744	ENSSSAG00000059484	LOC106582744	LOC106582744	ras-related protein Rap-1A
106582745	ENSSSAG00000059508	LOC106582745	LOC106582745	mitochondrial import inner membrane translocase subunit Tim17-A
106582747	NA	LOC106582747	LOC106582747	protein shisa-4-like
106582748	ENSSSAG00000059763	LOC106582748	LOC106582748	importin-9-like
106582750	NA	LOC106582750	LOC106582750	RNA-binding protein 5-like
106582751	ENSSSAG00000068219	LOC106582751	LOC106582751	ras guanine nucleotide exchange factor glfB
106582752	ENSSSAG00000064199	LOC106582752	LOC106582752	sodium-coupled neutral amino acid transporter 3
106582753	ENSSSAG00000067893	LOC106582753	LOC106582753	guanine nucleotide-binding protein G(i) subunit alpha-2
106582755	ENSSSAG00000067896	LOC106582755	LOC106582755	PAK4-inhibitor inka2-like
106582756	ENSSSAG00000067909	LOC106582756	LOC106582756	macrophage-stimulating protein receptor
106582757	ENSSSAG00000067929	LOC106582757	LOC106582757	caM kinase-like vesicle-associated protein
106582758	ENSSSAG00000067954	LOC106582758	LOC106582758	RNA-binding protein 6-like
106582759	ENSSSAG00000067997	LOC106582759	LOC106582759	semaphorin-3F-like
106582760	ENSSSAG00000068377	edem1	edem1	ER degradation enhancer, mannosidase alpha-like 1
106582761	ENSSSAG00000043787	LOC106582761	LOC106582761	guanine nucleotide-binding protein G(t) subunit alpha
106582762	ENSSSAG00000068751	LOC106582762	LOC106582762	protein DDI1 homolog 2-like
106582763	ENSSSAG00000068777	cplane2	cplane2	ciliogenesis and planar polarity effector 2
106582764	ENSSSAG00000068802	LOC106582764	LOC106582764	ephrin type-A receptor 2
106582765	ENSSSAG00000069009	LOC106582765	LOC106582765	GDH/6PGL endoplasmic bifunctional protein-like
106582766	NA	LOC106582766	LOC106582766	uncharacterized LOC106582766
106582767	NA	rbp7b	rbp7b	retinol binding protein 7b, cellular
106582768	ENSSSAG00000069032	LOC106582768	LOC106582768	TAR DNA-binding protein 43
106582769	ENSSSAG00000069053	LOC106582769	LOC106582769	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
106582770	ENSSSAG00000109326	LOC106582770	LOC106582770	calglandulin
106582771	ENSSSAG00000083366	LOC106582771	LOC106582771	high mobility group protein HMGI-C-like
